106897 142122 
107299 138563 
107369 137937 
108281 134767 
108351 134141 
110275 133703 
110821 132841 
110996 131808 
111066 131182 
112424 129791 
112494 129165 
112884 129030 
113495 128450 
114599 127115 
114669 126489 
114947 126209 
115017 125583 
116498 125387 
116732 123668 
116799 122797 
116869 122171 
117480 121591 
118584 120256 
118654 119630 
119265 119050 
120875 118692 
120945 118066 
121735 117750 
122869 117628 
123415 116766 
125758 116150 
127300 115271 
127370 114645 
129294 114207 
129840 113345 
133433 113298 
133979 112436 
