16235 219753 
16663 203714 
16863 191122 
17401 173402 
18068 157422 
18864 154699 
19828 143571 
20234 141625 
22420 127553 
23902 106130 
26153 105964 
28609 98351 
29194 88198 
30520 86909 
32743 82624 
33894 78158 
35072 75231 
35860 74336 
37284 71337 
37348 69721 
38243 66125 
39804 63650 
43975 59581 
45815 58998 
46758 52692 
49289 51318 
52246 44142 
56962 41694 
60615 40626 
61674 39599 
63283 37185 
66080 36732 
66120 35412 
69942 32739 
75575 31064 
81293 29806 
85749 29604 
89321 28727 
95215 25849 
111884 22717 
126873 19790 
140000 18537 
142990 16704 
165362 16117 
177364 15962 
207633 15953 
209107 14288 
