13866 208779 
13894 207375 
13975 206124 
13982 203236 
14268 198035 
14355 188679 
14393 186937 
14453 186786 
14490 186536 
14491 185044 
14548 183569 
14629 182318 
14646 181676 
14710 180918 
14727 180425 
14773 179667 
14784 178801 
14865 177550 
14965 177215 
14970 176638 
15045 176351 
15052 176188 
15062 175709 
15063 175322 
15143 174458 
15144 174071 
15239 173437 
15314 173150 
15331 172508 
15332 172121 
15412 171257 
15462 171089 
15538 169602 
15545 167666 
15579 166911 
15609 166305 
15643 165567 
15674 164987 
15741 164914 
15741 164730 
15771 164124 
15808 163211 
15839 162631 
15922 162088 
15998 158668 
16112 157545 
16115 157370 
16259 157189 
16260 157067 
16260 156276 
16277 155189 
16308 154609 
16457 154203 
16539 153588 
16576 152675 
16607 152095 
16754 151248 
16838 151220 
16841 151087 
16946 150578 
17058 148977 
17279 147405 
17719 145276 
18071 144950 
18072 144183 
18146 143751 
18166 143696 
18266 143308 
18291 142021 
18392 141717 
18493 140772 
18564 140112 
18650 139311 
18665 139167 
18728 139069 
18737 138816 
18810 138735 
18825 138591 
18829 138549 
18835 137305 
18880 136219 
19008 136007 
19052 134878 
19103 133727 
19176 133192 
19296 132749 
19449 131789 
19517 131115 
19520 130488 
19621 130184 
19667 129327 
19762 128975 
19871 128471 
19944 127936 
20008 127250 
20081 126715 
20112 126319 
20180 125645 
20253 125110 
20312 124575 
20391 122608 
20477 122448 
20492 122304 
20556 122118 
20565 121769 
20644 120807 
20736 120407 
20827 119656 
21031 119372 
21083 118767 
21114 118263 
21116 115359 
21373 115100 
21440 114927 
21471 113893 
21652 111621 
21707 111607 
21766 111212 
21799 111203 
21804 110124 
21918 109715 
22060 109611 
22157 109546 
22172 109154 
22230 108121 
22302 107412 
22380 106732 
22389 105027 
22646 104826 
22652 104792 
22766 104383 
22908 104279 
22913 103965 
22971 101601 
23314 99819 
23764 99580 
23802 98492 
23850 96081 
24002 94584 
24116 94175 
24510 93149 
24624 92740 
24888 91081 
25552 90858 
25903 90470 
26107 90290 
26225 89987 
26329 89972 
26479 89426 
26731 89349 
26801 88870 
26887 88520 
26964 87358 
27433 87140 
27540 86241 
27674 85933 
27712 85824 
