14737 177036 
14776 175509 
14777 174002 
14887 169819 
15060 168758 
15152 167808 
15212 167207 
15249 165033 
15356 164360 
15368 160196 
15676 155999 
16066 155031 
16164 154606 
16231 151943 
16370 147742 
16642 146184 
16645 145778 
16848 145500 
16908 144899 
16950 144597 
17094 141122 
17410 139857 
17650 139489 
17653 139083 
17802 137938 
17991 136702 
18083 136192 
18170 135888 
18350 135445 
18418 132232 
18571 132225 
18588 131966 
18636 131021 
18734 130679 
18784 130346 
18892 130160 
18934 130039 
18938 129753 
18960 128831 
18979 128820 
19005 127476 
19078 127349 
19132 126822 
19178 126415 
19251 126288 
19281 126147 
19296 125940 
19297 125230 
19326 124792 
19399 124665 
19439 124548 
19465 123761 
19499 123731 
19538 123634 
19612 123487 
19747 122773 
19895 122584 
19942 122416 
20004 121829 
20121 121707 
20131 121175 
20147 119702 
20306 117386 
20734 116871 
20760 116837 
20789 116399 
20852 116396 
20862 116272 
20907 115924 
20979 115742 
21025 115335 
21034 115270 
21080 114863 
21097 114624 
21110 105017 
21280 104657 
21548 103915 
21551 103723 
21640 101966 
21688 101021 
21775 100717 
21985 99329 
22160 98910 
22185 98711 
22191 97961 
22281 97557 
22332 97178 
22500 95903 
22748 94422 
23067 93452 
23224 91924 
23364 91760 
23479 91727 
23530 91348 
23606 90439 
23657 90060 
23740 89960 
23752 89740 
23827 89656 
24082 89289 
24232 87068 
25016 86807 
25099 86707 
25136 86303 
25219 86267 
25350 84917 
25391 84333 
25539 81431 
26341 79126 
26965 79123 
26988 78789 
26999 78307 
27005 78191 
27218 77899 
27251 77884 
27259 77653 
27260 77131 
27562 77017 
27654 76932 
27703 76736 
27709 76620 
27742 76605 
27790 76432 
27796 76316 
27801 75995 
27882 75807 
27970 75744 
28007 75632 
28189 74460 
28241 74206 
28365 73688 
28419 72556 
28606 71314 
28934 71000 
29007 70544 
29107 69939 
29294 68784 
29451 68180 
29638 67025 
29977 66323 
30291 66103 
30478 64948 
30684 64585 
30782 64162 
30869 63858 
30939 63558 
31126 62403 
32036 61819 
32123 61515 
32242 61456 
32329 61152 
32812 60118 
32899 59814 
33564 59293 
33770 58930 
34341 58560 
34547 58197 
35631 58178 
35877 58098 
36083 57564 
36140 57413 
36289 57201 
36543 57064 
37037 55773 
38614 55666 
38687 55252 
38955 55202 
39079 54299 
39423 54262 
39741 53884 
39854 53728 
39855 52673 
40008 52651 
40051 52338 
40067 52093 
40094 51808 
40335 51756 
40378 51226 
40542 51059 
40659 49372 
41355 49326 
41573 48978 
41931 48717 
41993 47887 
42131 47211 
43332 47168 
43353 46621 
43942 46503 
44049 46389 
44247 46375 
44255 45980 
44367 45487 
44811 44992 
44994 44876 
45064 44576 
45305 44009 
46123 43267 
46755 42590 
46983 42058 
47274 41812 
47430 41775 
47595 41750 
48022 40942 
48619 40799 
48637 40734 
48731 40621 
48743 40355 
48862 40102 
49365 40101 
49590 39469 
50359 39427 
50374 39368 
50756 38894 
51377 38362 
51529 38338 
52253 38219 
52874 37687 
54535 37338 
55461 37089 
55615 36927 
56026 36867 
56783 36828 
56818 36419 
57266 36398 
57429 36333 
57806 36284 
57872 36173 
57920 36050 
57957 35993 
58268 35862 
58349 35830 
58719 35764 
58908 35727 
58954 35703 
58989 35294 
59093 35064 
59541 35043 
59643 34946 
60301 34540 
61180 34410 
61226 34336 
61234 34218 
61264 33939 
62266 33519 
62631 33508 
62922 33469 
62979 33436 
63008 33214 
63501 32981 
64149 32829 
64294 32827 
64467 32761 
64537 32725 
64715 32663 
64753 32576 
64904 32569 
64921 32520 
65082 32507 
65094 32454 
65218 32413 
65264 32339 
65362 32307 
65437 32273 
65499 32062 
65747 31964 
66029 31866 
66056 31804 
66126 31755 
66423 31648 
66426 31470 
66777 31371 
66793 31314 
66839 31240 
67144 31215 
67190 31141 
67224 30847 
67474 30645 
68412 30580 
68463 30497 
68756 30417 
68830 30341 
69176 30028 
69349 29962 
69520 29865 
69617 29815 
69885 29805 
69975 29677 
70381 29263 
70381 29212 
71023 29167 
71226 29159 
71419 29107 
71737 28908 
72224 28772 
72845 28547 
73580 28468 
73690 28443 
73834 28399 
74049 28283 
74201 28243 
74233 28126 
75114 28099 
75481 27943 
75947 27820 
76104 27640 
76568 27595 
77394 27591 
77578 27434 
77945 27278 
78282 27263 
78485 27250 
79388 27213 
79392 27071 
79755 27057 
80215 27050 
80399 26893 
82019 26759 
82209 26672 
83017 26584 
83616 26324 
83939 26290 
83969 26269 
84321 26217 
84336 26065 
84560 25950 
84732 25720 
85465 25710 
85512 25635 
85516 25619 
85684 25405 
86275 25086 
87059 24985 
87227 24771 
88011 24670 
88311 24630 
88761 24530 
89095 24529 
89118 24505 
89140 24234 
89172 23955 
90864 23941 
91128 23933 
91248 23776 
91961 23693 
91993 23505 
93041 23396 
94092 23331 
94101 23047 
95149 22938 
95992 22781 
95994 22719 
97040 22672 
97625 22525 
97992 22518 
98106 22436 
98905 21989 
100835 21937 
100955 21879 
102667 21870 
102824 21746 
102946 21278 
104876 21226 
104941 20813 
105203 20686 
105494 20619 
105984 20549 
106537 20355 
106885 20013 
108186 19956 
108888 19679 
109441 19485 
110047 19350 
110537 19280 
110823 18985 
111429 18850 
112472 18586 
117562 18358 
119015 18255 
119415 18132 
120394 18107 
121178 18006 
121660 17998 
122283 17949 
122994 17910 
124740 17816 
125314 17626 
127988 17230 
131615 17189 
132516 16920 
133138 16622 
136252 16609 
139772 16455 
141294 16342 
142188 16289 
142938 16277 
144321 15763 
146569 15631 
