124641 171115 
125011 167620 
125293 167560 
125959 167372 
126159 165819 
126329 163877 
126611 163817 
127477 162076 
127759 162016 
128067 160722 
128349 160662 
129215 158921 
129497 158861 
130086 158537 
130235 157114 
130517 157054 
131146 156784 
131295 155361 
131577 155301 
131973 153959 
132255 153899 
132884 153629 
133033 152206 
133315 152146 
135340 151611 
135343 150881 
135664 150817 
136342 149415 
137325 148401 
137402 147662 
139635 147076 
139709 147067 
139956 147012 
140404 146728 
141694 143857 
144001 143262 
144696 142923 
147003 142328 
